,patent
46240,5855784
46241,6009433
46242,5550167
46243,5966530
46244,5728502
46245,5040142
46246,5236877
46247,5201766
46248,4904905
46249,4612554
46250,4755299
46251,5875072
46252,5938585
46253,5759578
46254,4734375
46255,4857906
46256,5148806
46257,5205833
46258,5480746
46259,5198667
46260,4357105
46261,5489507
46262,4771777
46263,5947939
46264,5546366
46265,3947698
46266,5264564
46267,4742019
46268,5616543
46269,5873083
46270,4235458
46271,5417665
46272,5986470
46273,5524339
46274,5946445
46275,4962507
46276,5734879
46277,4860204
46278,4933377
46279,5051892
46280,5018148
46281,5110489
46282,5795440
46283,5852710
46284,5726981
46285,5635238
46286,5224598
46287,5550782
46288,5030648
46289,5356749
46290,5406614
46291,5849422
46292,5985439
46293,5035246
46294,5602307
46295,5112889
46296,5724658
46297,5938667
46298,5022088
46299,3885927
46300,5534793
46301,5428383
46302,5929885
46303,4595661
46304,5085887
46305,5867480
46306,5532465
46307,5218103
46308,4157938
46309,4245024
46310,5188918
46311,5418845
46312,4518651
46313,5978594
46314,3911471
46315,5965667
46316,5262938
46317,5750195
46318,5452161
46319,5618293
46320,4289871
46321,5624684
46322,5062045
46323,4806920
46324,4302808
46325,3861972
46326,5438356
46327,5153000
46328,5175180
46329,5260572
46330,4548598
46331,4621188
46332,5631053
46333,5840475
46334,5916944
46335,5571160
46336,5134127
46337,5233172
46338,5520194
46339,5631539
46340,5039633
46341,5270878
46342,4807620
46343,5935114
46344,5701585
46345,5156612
46346,4091198
46347,4562663
46348,5732196
46349,5313967
46350,5556747
46351,4623364
46352,5347292
46353,5776429
46354,5809204
46355,5965364
46356,4577634
46357,5200919
46358,4598154
46359,5283143
46360,5142680
46361,5873038
46362,5523492
46363,5247637
46364,4782442
46365,4483921
46366,5691912
46367,4143196
46368,5144016
46369,5413572
46370,3867519
46371,5602901
46372,5129887
46373,5191533
46374,5520796
46375,4734106
46376,4293783
46377,5911129
46378,5599292
46379,5817060
46380,5992630
46381,5220140
46382,5843399
46383,4853251
46384,4127637
46385,4237609
46386,4312775
46387,5796807
46388,5976156
46389,5331027
46390,5428667
46391,5717599
46392,3977860
46393,4925710
46394,4963990
46395,5604896
46396,5587905
46397,5594133
46398,5595730
46399,5377033
46400,4616656
46401,5063495
46402,5422515
46403,5460500
46404,5717000
46405,4825054
46406,5914345
46407,5064746
46408,5074859
46409,4664683
46410,5773024
46411,5734405
46412,5749915
46413,5316578
46414,4955863
46415,4203869
46416,4963856
46417,5685826
46418,5665085
46419,5526518
46420,5711008
46421,4788370
46422,5774158
46423,4798193
46424,4869837
46425,5638457
46426,5415987
46427,5800379
46428,5209749
46429,5830435
46430,6001116
46431,4864109
46432,5359558
46433,4933852
46434,5633484
46435,4794237
46436,5239037
46437,4892244
46438,5077400
46439,4443579
46440,5522031
46441,5033013
46442,5657760
46443,5612250
46444,5292782
46445,4671953
46446,3547180
46447,5541287
46448,5654048
46449,5261288
46450,5737706
46451,4771470
46452,5057306
46453,5507294
46454,5431769
46455,5972656
46456,5599420
46457,5703584
46458,5626612
46459,5873092
46460,3894731
46461,5376844
46462,4775246
46463,4318882
46464,3272746
46465,5057357
46466,5501679
46467,4914651
46468,5248310
46469,5656299
46470,5984469
46471,5971399
46472,4663278
46473,5817327
46474,5775983
46475,5549676
46476,5054051
46477,4992950
46478,4554454
46479,5885209
46480,4041597
46481,4622220
46482,4641140
46483,5392947
46484,5832022
46485,5341397
46486,4414202
46487,5840576
46488,4227253
46489,5268248
46490,4894169
46491,5969213
46492,6004315
46493,4189775
46494,5484075
46495,5539438
46496,4399144
46497,5961638
46498,5082791
46499,4144298
46500,4520140
46501,4396251
46502,5184307
46503,4576614
46504,5912171
46505,4632811
46506,5812768
46507,3914402
46508,5825205
46509,4880798
46510,5703222
46511,5293612
46512,5953638
46513,5077346
46514,5824864
46515,4667203
46516,5546646
46517,5836956
46518,5752275
46519,5194256
46520,5734781
46521,5818446
46522,5025266
46523,5104399
46524,4472886
46525,4391907
46526,5783630
46527,6001568
46528,5401507
46529,5280498
46530,4158227
46531,4950266
46532,5661784
46533,5197470
46534,4948771
46535,5826237
46536,5529548
46537,4439273
46538,5010583
46539,4248847
46540,5514242
46541,5512041
46542,5824657
46543,5684290
46544,6002771
46545,4565802
46546,5147296
46547,5422112
46548,5434260
46549,5313432
46550,5198438
46551,4923454
46552,5091176
46553,5072363
46554,5485348
46555,6009462
46556,5907187
46557,4918602
46558,5039515
46559,5759858
46560,5463413
46561,5245361
46562,5807520
46563,5629086
46564,5948919
46565,4800382
46566,5272254
46567,4912756
46568,5677625
46569,5703614
46570,4947028
46571,5868781
46572,4275151
46573,5279590
46574,5675812
46575,5140310
46576,5610077
46577,5376107
46578,5602244
46579,5203003
46580,5578899
46581,5318555
46582,5725643
46583,5774110
46584,5824213
46585,5531715
46586,5855598
46587,5164253
46588,5682536
46589,5884114
46590,4036638
46591,4623576
46592,5519621
46593,4851014
46594,4564997
46595,5617565
46596,5550863
46597,4665555
46598,5887270
46599,5220835
46600,5286859
46601,4246371
46602,5862081
46603,5167653
46604,5860524
46605,4911909
46606,4235236
46607,5766866
46608,5871479
46609,5421009
46610,4482777
46611,5414432
46612,4294820
46613,5266544
46614,5968543
46615,4659664
46616,5643773
46617,5030216
46618,4819659
46619,5569772
46620,5153755
46621,4316541
46622,4100064
46623,5633002
46624,4812381
46625,5270424
46626,4913839
46627,4596771
46628,5835782
46629,4565903
46630,5852602
46631,5557785
46632,5809430
46633,5764078
46634,5785748
46635,5397046
46636,4636370
46637,4606918
46638,4860351
46639,5294431
46640,5420627
46641,4933185
46642,5157183
46643,5160508
46644,5956023
46645,5201039
46646,5189272
46647,4316572
46648,5847524
46649,5953733
46650,4494191
46651,4295892
46652,5729827
46653,5283260
46654,5760796
46655,5749650
46656,4154942
46657,5514128
46658,5632378
46659,5533516
46660,5870764
46661,4608249
46662,5546402
46663,5685310
46664,5838315
46665,5420159
46666,5999173
46667,4690526
46668,5598057
46669,5625690
46670,5989613
46671,5953393
46672,4010450
46673,5257991
46674,5119493
46675,4965558
46676,5168573
46677,5969720
46678,4855947
46679,5391152
46680,5395821
46681,5681298
46682,5533105
46683,5527413
46684,3947390
46685,5374941
46686,5946799
46687,5213926
46688,5619554
46689,4500526
46690,4655079
46691,4292272
46692,4482697
46693,5745755
46694,5336240
46695,4880749
46696,5836409
46697,5324575
46698,5643721
46699,4959332
46700,5490819
46701,5087556
46702,5577217
46703,5887132
46704,3992348
46705,5109515
46706,5963269
46707,4803059
46708,4713708
46709,5531676
46710,5353218
46711,5745748
46712,4882268
46713,5906625
46714,4493872
46715,5223831
46716,5741652
46717,5355491
46718,5571497
46719,4320296
46720,4812677
46721,5864569
46722,4899521
46723,5530067
46724,5714223
46725,4225929
46726,4562553
46727,4647179
46728,5761683
46729,5363031
46730,5856256
46731,5363849
46732,5983320
46733,5636441
46734,5968119
46735,4394425
46736,4624840
46737,5874534
46738,5780323
46739,5804356
46740,4731239
46741,5910409
46742,5860993
46743,4668629
46744,5827304
46745,5519403
46746,5308673
46747,5437282
46748,5843071
46749,5809471
46750,5708506
46751,5444391
46752,4210920
46753,5549557
46754,5282847
46755,4325929
46756,5376428
46757,4691295
46758,4944287
46759,5717502
46760,5662603
46761,4888124
46762,5856976
46763,4590089
46764,4855090
46765,5087434
46766,5889706
46767,5504634
46768,5483360
46769,5659841
46770,4898717
46771,5567580
46772,5948016
46773,4808694
46774,5867182
46775,5372585
46776,5510075
46777,5672610
46778,5470150
46779,5679944
46780,5282070
46781,5357563
46782,4389048
46783,5867701
46784,5781857
46785,5998135
46786,5649274
46787,5092665
46788,4557900
46789,5404353
46790,5666970
46791,4933404
46792,5201714
46793,4856502
46794,3924025
46795,4385070
46796,5623552
46797,5204664
46798,5493726
46799,5010166
46800,5387431
46801,5656185
46802,5607341
46803,4963489
46804,5494494
46805,5081707
46806,4939070
46807,5491184
46808,5341267
46809,4930872
46810,5745681
46811,4157273
46812,4229793
46813,5872808
46814,5690649
46815,5611801
46816,4092723
46817,4206071
46818,4059565
46819,5074977
46820,5373028
46821,5691434
46822,5370764
46823,5659668
46824,5534684
46825,4311842
46826,5357617
46827,5649072
46828,5581200
46829,5721924
46830,5808843
46831,5657343
46832,5826253
46833,4784023
46834,5125231
46835,4907270
46836,4661105
46837,5254327
46838,5129850
46839,5042992
46840,5407442
46841,5059710
46842,4905294
46843,5666477
46844,4606956
46845,4960679
46846,5966699
46847,4536839
46848,5772794
46849,4522761
46850,5433726
46851,4806189
46852,4790367
46853,5561894
46854,5889698
46855,5631679
46856,4886062
46857,4868600
46858,5599359
46859,5391180
46860,4293520
46861,5594491
46862,6004326
46863,5585089
46864,4967344
46865,5030809
46866,5627117
46867,5685839
46868,5916613
46869,4468416
46870,4206255
46871,5810012
46872,5211975
46873,5921952
46874,4915480
46875,5908477
46876,4495664
46877,5668614
46878,4170997
46879,4057673
46880,5198308
46881,5771036
46882,5254418
46883,4721097
46884,5851839
46885,5544228
46886,5757390
46887,4637401
46888,5111453
46889,5717421
46890,5568287
46891,5125024
46892,5364486
46893,5717943
46894,4486530
46895,5599417
46896,5189576
46897,5762638
46898,4806718
46899,5764246
46900,5237449
46901,4879175
46902,5523763
46903,5799284
46904,4772541
46905,4990156
46906,4696822
46907,5227298
46908,5532000
46909,5676636
46910,4522786
46911,5225846
46912,4678695
46913,5581366
46914,5160746
46915,5093737
46916,3887638
46917,5872279
46918,5650861
46919,5605687
46920,4638288
46921,5708046
46922,5476099
46923,5966869
46924,4695278
46925,5528546
46926,5340716
46927,5856233
46928,5471358
46929,5147938
46930,4817600
46931,5809120
46932,5662647
46933,5459859
46934,5553216
46935,5853669
46936,4766047
46937,5317023
46938,5733302
46939,4904174
46940,4619867
46941,5084791
46942,5885299
46943,5849727
46944,5236452
46945,5045092
46946,5292701
46947,5179048
46948,5556414
46949,5643873
46950,5834824
46951,5149749
46952,4378017
46953,5625670
46954,5548313
46955,5163177
46956,4477586
46957,4960949
46958,5055622
46959,4771460
46960,5400795
46961,5982548
46962,4208508
46963,5733266
46964,5314407
46965,4889913
46966,5540698
46967,4707229
46968,4805598
46969,3895151
46970,5815306
46971,5879493
46972,5580732
46973,4919865
46974,5663019
46975,4885349
46976,5390301
46977,4804678
46978,5951568
46979,5218566
46980,5366464
46981,5827259
46982,4477528
46983,6008204
46984,5972016
46985,4857495
46986,5662654
46987,5354291
46988,5343227
46989,4656110
46990,5370698
46991,4900310
46992,5587147
46993,5774116
46994,5560922
46995,4642388
46996,4820298
46997,5998077
46998,5866543
46999,5182162
47000,5550899
47001,5822761
47002,5523796
47003,5556504
47004,5846714
47005,4783337
47006,5922545
47007,4950691
47008,5244596
47009,5103262
47010,5706339
47011,5805746
47012,5682106
47013,4459601
47014,4405656
47015,5719302
47016,5449345
47017,5723213
47018,5178876
47019,5643226
47020,4598042
47021,4586505
47022,5149679
47023,5407146
47024,5101340
47025,5855566
47026,5306988
47027,5223318
47028,5976650
47029,5523326
47030,5661455
47031,4745264
47032,5078702
47033,5320540
47034,5120813
47035,5755024
47036,3963605
47037,4386104
47038,5998441
47039,5748724
47040,4690996
47041,5628754
47042,5291585
47043,4132695
47044,5425743
47045,4865585
47046,5262760
47047,4990549
47048,5126015
47049,5462990
47050,4509850
47051,5739011
47052,5137812
47053,5723666
47054,5665112
47055,4749560
47056,5800879
47057,4218606
47058,5607475
47059,4141853
47060,5733160
47061,5699806
47062,4302775
47063,5787243
47064,4891773
47065,5240415
47066,5262628
47067,4849338
47068,5932462
47069,5347465
47070,4104086
47071,5510607
47072,5452440
47073,5378629
47074,5851767
47075,4403985
47076,5721831
47077,4985329
47078,5360443
47079,5362600
47080,5303073
47081,5016272
47082,5093154
47083,5913013
47084,4743300
47085,5695739
47086,5388181
47087,5367381
47088,4987486
47089,4861712
47090,4774292
47091,4947387
47092,4864599
47093,4377109
47094,5406585
47095,5922824
47096,5519862
47097,5781184
47098,5478940
47099,5276893
47100,5234926
47101,5417958
47102,5928562
47103,4942222
47104,5592591
47105,3877786
47106,5084551
47107,5414754
47108,5825197
47109,5069993
47110,4719132
47111,5949473
47112,5738995
47113,4399232
47114,4355382
47115,5245227
47116,5466243
47117,4876427
47118,5623653
47119,5877755
47120,4638073
47121,5026797
47122,5877785
47123,5750708
47124,5246545
47125,5537573
47126,4869781
47127,4347312
47128,5058999
47129,5552802
47130,4984076
47131,4624930
47132,5596458
47133,5112717
47134,4918919
47135,5839479
47136,5815671
47137,5293170
47138,5581492
47139,5746963
47140,4148924
47141,5079740
47142,5019117
47143,4475191
47144,5064653
47145,5091347
47146,5649308
47147,5292514
47148,5981624
47149,3948263
47150,4996278
47151,4412154
47152,5899699
47153,5156760
47154,5674339
47155,5156977
47156,5558802
47157,5311039
47158,5122275
47159,5252245
47160,4970379
47161,5460826
47162,5580347
47163,4293189
47164,5465336
47165,4723991
47166,4923462
47167,4219564
47168,5479494
47169,5112508
47170,5976745
47171,5570213
47172,5460916
47173,5070455
47174,4818801
47175,5812441
47176,5825862
47177,5648395
47178,5872568
47179,4677318
47180,5645076
47181,5016703
47182,5588789
47183,5634081
47184,5883188
47185,5514131
47186,5445148
47187,5807682
47188,5467377
47189,4943509
47190,4525832
47191,5458597
47192,5830700
47193,4631259
47194,5698967
47195,5230800
47196,5071769
47197,5416889
47198,5700352
47199,4963298
47200,5963154
47201,5825002
47202,5354270
47203,5426608
47204,5762256
47205,4583981
47206,5974130
47207,4789939
47208,5306262
47209,5578446
47210,5753900
47211,5940846
47212,4605715
47213,4519074
47214,5303199
47215,5893128
47216,5016269
47217,5604898
47218,5734823
47219,5306534
47220,4702795
47221,4805203
47222,4675174
47223,3954692
47224,5365928
47225,5346986
47226,4801633
47227,5815252
47228,5729242
47229,5336172
47230,5358472
47231,4663290
47232,5643595
47233,5430218
47234,5195980
47235,5246428
47236,5977014
47237,5299258
47238,4309236
47239,4596445
47240,5644354
47241,5672399
47242,5745837
47243,5876604
47244,5284760
47245,5677127
47246,4278649
47247,5015924
47248,5895473
47249,5582609
47250,5787162
47251,5923362
47252,5436010
47253,5912958
47254,5999273
47255,5912059
47256,5849823
47257,5922074
47258,4992680
47259,5666030
47260,5175731
47261,4695577
47262,5984926
47263,5569712
47264,4418353
47265,5110805
47266,5325524
47267,5179672
47268,3942034
47269,4012540
47270,5586274
47271,5819220
47272,5579384
47273,4921884
47274,4490472
47275,5650302
47276,5888650
47277,5468251
47278,5450491
47279,4857902
47280,4989117
47281,5079692
47282,5034365
47283,5804713
47284,5375204
47285,5614274
47286,5523372
47287,5805685
47288,5746875
47289,5598581
47290,4381951
47291,5311919
47292,4346170
47293,4787062
47294,5852166
47295,4728526
47296,5401817
47297,5696929
47298,4555591
47299,5955175
47300,4302559
47301,5799002
47302,5765178
47303,5939422
47304,4479492
47305,5633663
47306,5328472
47307,5824198
47308,4853237
47309,5701899
47310,5229254
47311,5907343
47312,5224121
47313,5793980
47314,4538017
47315,5057598
47316,4762874
47317,5692203
47318,5674679
47319,5554798
47320,4752651
47321,4327192
47322,5780941
47323,4157385
47324,5045445
47325,4868789
47326,5551425
47327,4839437
47328,5863558
47329,5304583
47330,5946616
47331,5816263
47332,5369743
47333,5787254
47334,4894710
47335,4829507
47336,4254474
47337,5680440
47338,5851991
47339,5926795
47340,4897864
47341,5805169
47342,5039788
47343,5750623
47344,5319254
47345,5317545
47346,5706053
47347,5983350
47348,5954907
47349,4705507
47350,4666556
47351,4919477
47352,5240636
47353,5444711
47354,5828655
47355,4225394
47356,4414319
47357,5344042
47358,5048074
47359,5400048
47360,5962013
47361,5023610
47362,5925871
47363,4855603
47364,4514843
47365,5569786
47366,5478317
47367,5674232
47368,5811522
47369,4539641
47370,5548779
47371,5168499
47372,4338411
47373,4871701
47374,5634106
47375,5976500
47376,5527336
47377,4156073
47378,4525223
47379,4495589
47380,5925626
47381,4531238
47382,5492550
47383,4780443
47384,5095423
47385,5687257
47386,5581659
47387,5507987
47388,5465716
47389,5434491
47390,5688813
47391,5138174
47392,5824288
47393,4182330
47394,5676693
47395,5451590
47396,5038202
47397,5153752
47398,5238952
47399,5669924
47400,5807906
47401,4359542
47402,4054697
47403,4206011
47404,4584326
47405,5613223
47406,5847965
47407,5175543
47408,5640598
47409,5441504
47410,4856510
47411,5495665
47412,4201404
47413,4777955
47414,5590074
47415,5550843
47416,5253939
47417,4762913
47418,4709114
47419,5613003
47420,4727246
47421,5292802
47422,5124301
47423,5398314
47424,5859094
47425,5688801
47426,5692212
47427,5672846
47428,5240764
47429,5328850
47430,5978773
47431,5725556
47432,5077828
47433,5218033
47434,6001109
47435,5997986
47436,5169681
47437,5527291
47438,5851270
47439,4000162
47440,5552433
47441,5292623
47442,5312370
47443,5790875
47444,5652857
47445,5671382
47446,5668962
47447,5510602
47448,5784110
47449,5238696
47450,5593803
47451,4518719
47452,4638595
47453,5726186
47454,5801141
47455,6004290
