,patent
64739,5319238
64740,5629888
64741,5024783
64742,5500794
64743,5441997
64744,5589647
64745,5864874
64746,4071279
64747,5175800
64748,5389862
64749,5185297
64750,5419276
64751,5805853
64752,5963201
64753,5781032
64754,5783391
64755,5637194
64756,4650773
64757,5274519
64758,5439586
64759,5554597
64760,4870007
64761,5682412
64762,5355389
64763,4511970
64764,5704534
64765,5717883
64766,3972064
64767,5657449
64768,5907679
64769,4614183
64770,3979058
64771,5430263
64772,5317333
64773,4282235
64774,4101274
64775,4489157
64776,4442158
64777,4631075
64778,5263149
64779,4657006
64780,4395698
64781,4680174
64782,4162966
64783,5866364
64784,4729850
64785,5625837
64786,5604204
64787,5351482
64788,5369702
64789,4814383
64790,4440789
64791,5602611
64792,5578520
64793,4604527
64794,4996176
64795,5053044
64796,5826111
64797,5370912
64798,4094146
64799,5262914
64800,4684377
64801,5703632
64802,4952824
64803,5019094
64804,5885548
64805,5151984
64806,5276906
64807,5258016
64808,4851331
64809,5907849
64810,4998503
64811,4639859
64812,5745887
64813,3988250
64814,5264464
64815,4065555
64816,5360440
64817,5449556
64818,4289125
64819,5795926
64820,4734584
64821,5741245
64822,4261314
64823,4187288
64824,5424783
64825,4402018
64826,5999914
64827,4755872
64828,5955301
64829,5180765
64830,4920838
64831,5108369
64832,5671277
64833,4725534
64834,4702965
64835,5733576
64836,5536756
64837,5583418
64838,4292299
64839,5311001
64840,4431804
64841,5151321
64842,5912155
64843,5446575
64844,5057301
64845,5873849
64846,4271804
64847,4868877
64848,5696899
64849,4930107
64850,5367533
64851,4857999
64852,5614308
64853,4517104
64854,4418405
64855,5956693
64856,5867153
64857,5368840
64858,4554323
64859,4321353
64860,5642350
64861,5213965
64862,5378710
64863,5719776
64864,5807311
64865,5594571
64866,5057339
64867,5476926
64868,4517141
64869,4644393
64870,5520655
64871,5904673
64872,4454275
64873,5234004
64874,5491791
64875,4098274
64876,4790813
64877,5247671
64878,5587501
64879,5161231
64880,5690707
64881,5125401
64882,4738670
64883,5008111
64884,4010110
64885,5794227
64886,5706502
64887,5593467
64888,4348324
64889,5146589
64890,5544082
64891,4008303
64892,5011795
64893,5084839
64894,4866055
64895,4865848
64896,5030453
64897,4177228
64898,5407874
64899,5545404
64900,5138160
64901,5874099
64902,5421893
64903,5554323
64904,4513415
64905,4158688
64906,5810935
64907,5978359
64908,5586074
64909,4484264
64910,5734853
64911,5647857
64912,4878740
64913,5480292
64914,4885616
64915,5221281
64916,4301794
64917,6002787
64918,5683382
64919,5633488
64920,5742675
64921,5597810
64922,5146488
64923,5308531
64924,5167686
64925,5441878
64926,4881808
64927,4942228
64928,5596709
64929,5437965
64930,5693556
64931,5749837
64932,5466438
64933,5637515
64934,4879396
64935,4930098
64936,5339331
64937,5629804
64938,5600846
64939,4153597
64940,4742374
64941,4503499
64942,4865930
64943,5534928
64944,4592754
64945,4269682
64946,5852142
64947,5725552
64948,4920104
64949,5675367
64950,5286924
64951,5045317
64952,4327915
64953,4275105
64954,5599763
64955,5391646
64956,4814470
64957,5421899
64958,4701180
64959,5123101
64960,5909399
64961,5419311
64962,5017533
64963,5745724
64964,5613494
64965,4767539
64966,5224951
64967,5122576
64968,5320608
64969,5691898
64970,5419773
64971,5656522
64972,5169056
64973,5031204
64974,4253015
64975,5662258
64976,5855738
64977,4354924
64978,5610833
64979,4949309
64980,5063387
64981,5963217
64982,5812655
64983,5750737
64984,5800378
64985,5863733
64986,5650932
64987,4804937
64988,5475113
64989,5465361
64990,5374792
64991,5029165
64992,4857054
64993,4358491
64994,5687310
64995,5970481
64996,4729135
64997,5217653
64998,4250603
64999,5044311
65000,4259530
65001,4600752
65002,5142682
65003,4639530
65004,4921483
65005,4521541
65006,5560543
65007,4990580
65008,4739094
65009,4997428
65010,5079600
65011,5012135
65012,4563408
65013,4816814
65014,5169738
65015,4999770
65016,5748009
65017,4513090
65018,3985830
65019,5514859
65020,5639947
65021,5650799
65022,5041278
65023,5212496
65024,5770099
65025,5729531
65026,4548476
65027,5806539
65028,5694357
65029,5509867
65030,5131054
65031,5484823
65032,4978625
65033,5649941
65034,5056215
65035,4064389
65036,5772947
65037,5822341
65038,5346487
65039,5864623
65040,5362555
65041,5481666
65042,5607422
65043,5730158
65044,5896698
65045,5766186
65046,4473603
65047,5607436
65048,4848343
65049,5470975
65050,4889612
65051,4638093
65052,4671003
65053,5443443
65054,5935222
65055,5544835
65056,5499241
65057,5333316
65058,5187005
65059,5784562
65060,5740455
65061,5623547
65062,5954842
65063,5697909
65064,5147377
65065,5440724
65066,5057969
65067,5575787
65068,5928357
65069,4203440
65070,5486219
65071,5831857
65072,4503214
65073,5520568
65074,4300942
65075,3979482
65076,5675079
65077,5732347
65078,4896256
65079,5315247
65080,5724114
65081,5569183
65082,4738680
65083,5814429
65084,5312365
65085,5659351
65086,5935340
65087,4929407
65088,4914577
65089,4310482
65090,5021775
65091,5918211
65092,5442806
65093,5264321
65094,4973656
65095,4805092
65096,5109390
65097,4444879
65098,4540427
65099,5330471
65100,5622184
65101,5258488
65102,4750328
65103,5594629
65104,4297243
65105,4064154
65106,5310893
65107,4100262
65108,5687974
65109,5485185
65110,5481323
65111,5790452
65112,4474600
65113,3904578
65114,5811119
65115,4977399
65116,5402602
65117,5550223
65118,5487018
65119,5402200
65120,5120154
65121,5883955
65122,5977375
65123,5150430
65124,5521258
65125,4578072
65126,5308323
65127,5123901
65128,4434473
65129,4984026
65130,4812259
65131,4605780
65132,4684574
65133,5088081
65134,5045925
65135,5887273
65136,5490271
65137,5193197
65138,4482686
65139,5231005
65140,5675629
65141,5237164
65142,4600484
65143,4766174
65144,5289963
65145,5717332
65146,5529937
65147,5882565
65148,5645841
65149,5504373
65150,5922652
65151,4510256
65152,5547833
65153,5758068
65154,4698235
65155,5334174
65156,4677436
65157,5616370
65158,5827615
65159,5620431
65160,5699551
65161,4676258
65162,5830209
65163,5445980
65164,4642271
65165,5625863
65166,5543418
65167,5797849
65168,4605284
65169,5871523
65170,4005004
65171,5342892
65172,4569788
65173,4764379
65174,5569198
65175,5198368
65176,5804378
65177,5910489
65178,4470693
65179,4407964
65180,4410351
65181,5231113
65182,5624802
65183,4963355
65184,5070326
65185,5652911
65186,5549709
65187,5683240
65188,4966856
65189,4784636
65190,5545507
65191,5935102
65192,5231794
65193,5843031
65194,5835572
65195,5411734
65196,5910317
65197,5446053
65198,5016162
65199,5493659
65200,5668523
65201,5802199
65202,5245248
65203,5274930
65204,5276905
65205,4254062
65206,5606241
65207,4760060
65208,5843067
65209,5025147
65210,4012326
65211,4938745
65212,5278231
65213,4634384
65214,5266517
65215,4876093
65216,4433082
65217,5328454
65218,5500362
65219,5870605
65220,5143808
65221,5966698
65222,4490785
65223,4723938
65224,5592803
65225,4208460
65226,4801529
65227,5399336
65228,5915217
65229,5264161
65230,5930286
65231,5196351
65232,3941133
65233,5703221
65234,4905036
65235,5351019
65236,5918012
65237,5951991
65238,4722988
65239,5206590
65240,5158229
65241,5235966
65242,5895400
65243,5051382
65244,4608330
65245,5563941
65246,5961548
65247,5456902
65248,4375414
65249,5094995
65250,5281197
65251,4649094
65252,5878758
65253,5151433
65254,5625838
65255,4451122
65256,4758528
65257,4528624
65258,5794055
65259,5956369
65260,4009379
65261,5201742
65262,5402513
65263,5631193
65264,5572670
65265,5553247
65266,5304593
65267,4895889
65268,5008721
65269,5317511
65270,4450026
65271,4617134
65272,5792094
65273,5802375
65274,5751883
65275,4582884
65276,4861617
65277,4888397
65278,5094950
65279,4308092
65280,5553282
65281,4612131
65282,4607365
65283,4586131
65284,5083255
65285,5684956
65286,4688107
65287,5051796
65288,4530703
65289,5243697
65290,5753787
65291,5794230
65292,4584117
65293,5152784
65294,5330767
65295,4783670
65296,5112516
65297,4130620
65298,5555067
65299,5593416
65300,5879856
65301,5403887
65302,4650469
65303,5618943
65304,5646160
65305,4766182
65306,4968382
65307,5687113
65308,4199464
65309,5292984
65310,4242473
65311,5793979
65312,5991751
65313,4702850
65314,5307492
65315,4574284
65316,4167015
65317,4543154
65318,5267261
65319,5565521
65320,4210936
65321,5510850
65322,5380531
65323,5785964
65324,4970303
65325,3954630
65326,5545186
65327,5807695
65328,4320213
65329,5977088
65330,4638056
65331,5018191
65332,5888986
65333,5124389
65334,4599048
65335,5409991
65336,5390141
65337,5429611
65338,5790674
65339,5908812
65340,5712389
65341,5912129
65342,5850129
65343,5714025
65344,5391707
65345,5696191
65346,5363646
65347,5926133
65348,5417033
65349,5562727
65350,5960435
65351,4624945
65352,4604371
65353,5017948
65354,5832095
65355,5404529
65356,3986653
65357,5211459
65358,5340588
65359,5641475
65360,5854337
65361,5624711
65362,5674888
65363,4332254
65364,4330880
65365,5199951
65366,5745632
65367,5242679
65368,5559714
65369,5525689
65370,4578614
65371,5196683
65372,5905246
65373,5128473
65374,4827500
65375,5940104
65376,5555412
65377,5127037
65378,4604696
65379,4697282
65380,4614194
65381,5907215
65382,5211865
65383,4938891
65384,5756483
65385,5744756
65386,5909231
65387,5868704
65388,5892963
65389,4231369
65390,5994059
65391,4093708
65392,4456000
65393,4388247
65394,5680571
65395,3862155
65396,4734568
65397,5637269
65398,5315491
65399,5652787
65400,5348553
65401,5079397
65402,5961545
65403,5118750
65404,4503178
65405,4812836
65406,5247571
65407,5851196
65408,5248700
65409,5828125
65410,5896532
65411,5548771
65412,5389077
65413,4745037
65414,5826055
65415,5151603
65416,5925712
65417,5356738
65418,4398926
65419,4016880
65420,5618920
65421,4168213
65422,4623575
65423,4573991
65424,5033082
65425,5091396
65426,6004732
65427,5344553
65428,4770502
65429,5457308
65430,5977535
65431,5526054
65432,5398317
65433,4937508
65434,5914366
65435,5284864
65436,3734874
65437,5203774
65438,4770971
65439,5315478
65440,5712577
65441,5349450
65442,4580266
65443,3870662
65444,5425085
65445,4654825
65446,4611334
65447,5504907
65448,4728969
65449,5124136
65450,5668757
65451,5761681
65452,5656892
65453,5714110
65454,5503616
65455,5408260
65456,5323033
65457,5337136
65458,5087347
65459,5571106
65460,5439686
65461,5639237
65462,5729591
65463,5907666
65464,5051182
65465,5741324
65466,5784532
65467,5994152
65468,4761785
65469,5936884
65470,4554101
65471,4926045
65472,5734896
65473,5313454
65474,4727412
65475,4393459
65476,5329413
65477,5525681
65478,4511715
65479,5995077
65480,3959574
65481,3972474
65482,3947299
65483,4939356
65484,4700335
65485,5384399
65486,5550366
65487,5014312
65488,5133933
65489,5407430
65490,5842033
65491,5851465
65492,5428718
65493,5820851
65494,5185791
65495,5717464
65496,5470640
65497,5557333
65498,4279230
65499,4707745
65500,4801295
65501,5836952
65502,5672409
65503,5594814
65504,5649016
65505,4274909
65506,5541529
65507,5699054
65508,5237654
65509,5539690
65510,5814384
65511,4891387
65512,5939831
65513,4268426
65514,5909624
65515,5566073
65516,5341290
65517,5402373
65518,4820578
65519,5066957
65520,5020543
65521,4563388
65522,5896489
65523,4744366
65524,5462467
65525,5853755
65526,5115502
65527,5302093
65528,5486186
65529,4112489
65530,5615363
65531,5223195
65532,5468879
65533,3899326
65534,4576970
65535,5957919
65536,3981741
65537,5375219
65538,4878765
65539,4965316
65540,5268165
65541,5342306
65542,5855559
65543,5279349
65544,5268123
65545,5901171
65546,4849963
65547,5784277
65548,5790637
65549,4992351
65550,5696845
65551,5929208
65552,4438052
65553,4623621
65554,5090028
65555,5210598
65556,5853434
65557,4523548
65558,4814164
65559,5748216
65560,5477485
65561,5210848
65562,5864298
65563,5720740
65564,4769061
65565,5641865
65566,5486850
65567,5538783
65568,5188607
65569,4277413
65570,5804247
65571,5097839
65572,5792614
65573,5086946
65574,5191148
65575,4834734
65576,5451857
65577,5356459
65578,5687115
65579,5079172
65580,4372770
65581,5985380
65582,5001742
65583,4563422
65584,4591614
65585,5514826
65586,5870581
65587,5100446
65588,5935667
65589,5942355
65590,4935387
65591,5359367
65592,5518901
65593,5274900
65594,5674247
65595,5781442
65596,5178849
65597,5404446
65598,5210865
65599,4802019
65600,5441481
65601,5605915
65602,5981678
65603,5885796
65604,5212165
65605,5613196
65606,4722471
65607,4780313
65608,5372888
65609,4642621
65610,5328973
65611,5632946
65612,4609380
65613,5881727
65614,4895751
65615,4868562
65616,5642377
65617,3284393
65618,4517463
65619,4981478
65620,5811076
65621,5593562
65622,4461767
65623,5476505
65624,3993566
65625,5413802
65626,4886668
65627,5502124
65628,4845197
65629,5896338
65630,5824262
65631,5677409
65632,5370625
65633,4546382
65634,5547853
65635,4121931
65636,5419894
65637,5516904
65638,4743535
65639,4935487
65640,4702732
65641,5132107
65642,5811437
65643,4722892
65644,4351784
65645,5731411
65646,5255387
65647,5308317
65648,4209549
65649,5314584
65650,5776114
65651,5537738
65652,5612669
65653,4841962
65654,5740460
65655,5919145
65656,4974595
65657,5576250
65658,4860194
65659,5383899
65660,4919112
65661,4558010
65662,5961872
65663,5288579
65664,4975217
65665,3995623
65666,5956519
65667,5986440
65668,4776337
65669,5702409
65670,4951648
65671,5369136
65672,4611242
65673,4557917
65674,4938769
65675,5554385
65676,5596025
65677,4451589
65678,5319705
65679,5449554
65680,4192302
65681,5838584
65682,5513147
65683,4824444
65684,5872338
65685,5987354
65686,5531687
65687,5914111
65688,5987454
65689,5433770
65690,4889731
65691,5700871
65692,4704362
65693,4675009
65694,5647193
65695,5382963
65696,4855320
65697,4778946
65698,5884186
65699,5601990
65700,5591177
65701,5553248
65702,5443847
65703,5863608
65704,5668239
65705,5244525
65706,5574846
65707,4374669
65708,5890052
65709,5415866
65710,5792152
65711,5426288
65712,4642262
65713,5686476
65714,5254107
65715,4264339
65716,4546152
65717,5464916
65718,5327383
65719,5872947
65720,5167639
65721,5796159
65722,4564556
65723,5732185
65724,5730755
65725,5952011
65726,5619199
65727,4847890
65728,5525977
65729,5832286
65730,5571675
65731,4851470
65732,4255600
65733,4953179
65734,5834503
65735,5621250
65736,5506324
65737,5476785
65738,5384488
65739,5582821
65740,5968155
65741,5914131
65742,5847496
65743,3910701
65744,4421235
65745,5676551
65746,4959803
65747,5328704
65748,5740362
65749,5261899
65750,5557160
65751,5270192
65752,5925058
65753,5667522
65754,5957945
65755,5264874
65756,5740247
65757,5273851
65758,4115341
65759,5419763
65760,5545156
65761,5710501
65762,5272807
65763,4371380
65764,6002962
65765,5608655
65766,5321514
65767,5912136
65768,5153002
65769,4495691
65770,4477550
65771,5783401
65772,5962911
65773,4522625
65774,4735738
65775,3997771
65776,4164560
65777,5718359
65778,5752989
65779,4532635
65780,6007563
65781,4270888
65782,5640133
65783,5320826
65784,6005411
65785,5810834
65786,5160326
65787,4392470
65788,5387682
65789,5588155
65790,4064308
65791,5687096
65792,5466498
65793,5443463
65794,4660058
65795,5185861
65796,5933023
65797,5434623
65798,5869575
65799,5952200
65800,5549966
65801,4603232
65802,4658019
65803,4032929
65804,5139917
65805,5734501
65806,4668702
65807,5512102
65808,4987212
65809,5066864
65810,5524181
65811,4855378
65812,5737471
65813,5456662
65814,4194985
65815,5497411
65816,5804216
65817,5410416
65818,5719165
65819,5144012
65820,5721909
65821,5585787
65822,4038260
65823,5811780
65824,5732229
65825,3920980
65826,4356819
65827,5397435
65828,5403287
65829,4373932
65830,4959059
65831,5354518
65832,5599520
65833,5411917
65834,4938821
65835,4468688
65836,5957893
65837,5403707
65838,5442513
65839,5436109
65840,5673299
65841,5339313
65842,5926763
65843,5045338
65844,5200957
65845,5288289
65846,5962223
65847,5540684
65848,5119832
65849,5519416
65850,5671414
65851,5635739
65852,5721930
65853,4485054
65854,5503935
65855,5019554
65856,5376198
65857,5842020
65858,5862398
65859,5289528
65860,4698298
65861,4211792
65862,5006837
65863,5283152
65864,5768191
65865,5260873
65866,5696973
65867,5763506
65868,4586939
65869,5300638
65870,5963480
65871,5612730
65872,4376440
65873,5953370
65874,5508362
65875,5135547
65876,4855262
65877,5185657
65878,5057855
65879,3875308
65880,5707425
65881,4791580
65882,4543642
65883,5335658
65884,5329304
65885,5215690
65886,5129092
65887,5871877
65888,5583666
65889,5783685
65890,5948649
65891,5679490
65892,5617224
65893,4283448
65894,4422143
65895,5820854
65896,5898838
65897,5231305
65898,5701034
65899,5142437
65900,5243988
65901,4977614
65902,5693014
65903,4383315
65904,4423998
65905,5798347
65906,5747815
65907,4067942
65908,5355450
65909,4858121
65910,4935341
65911,5687546
65912,5261057
65913,5712358
65914,5668688
65915,5840332
65916,4855791
65917,5013985
65918,5926797
65919,5686948
65920,5053259
65921,5432167
65922,5783170
65923,5548014
65924,4757827
65925,5087240
65926,4849222
65927,5260815
65928,4668575
65929,5998308
65930,5583863
65931,5831766
65932,4804704
65933,5358828
65934,5418840
65935,5047867
65936,4991079
65937,5917242
65938,5128326
65939,4763995
65940,4582752
65941,5972027
65942,5064636
65943,5879751
65944,5861012
65945,4989955
65946,5479199
65947,5219509
65948,4809109
65949,5471118
65950,5952259
65951,5002814
65952,5858597
65953,5964802
65954,5551140
65955,5848143
65956,4194063
65957,5387510
65958,5837352
65959,4717542
65960,5552236
65961,5608670
65962,5738846
65963,4316198
65964,5937041
65965,5575772
65966,4340273
65967,4723408
65968,4965074
65969,5367558
65970,5773023
65971,6002163
65972,5051745
65973,4491486
65974,5947944
65975,5382462
65976,5189497
65977,4946897
65978,5264612
65979,5645568
65980,5483419
65981,5499345
65982,4845656
65983,4630568
65984,5115347
65985,5657963
65986,5532037
65987,5673074
65988,5173219
65989,5623418
65990,4892523
65991,5800462
65992,5999644
65993,5241625
65994,5708327
65995,4562340
65996,4414970
65997,5383853
65998,5596643
65999,5300783
66000,4895753
66001,4683838
66002,5741462
66003,5498752
66004,5486335
66005,5240062
66006,5418964
66007,5799082
66008,5806390
66009,4022938
66010,5063572
66011,5269309
66012,4410889
66013,5554119
66014,4318111
66015,4014696
66016,5396265
66017,5832513
66018,5787459
66019,5300377
66020,4042476
66021,5024672
66022,5723246
66023,5058040
66024,5426158
66025,5820550
66026,4226063
66027,4128604
66028,5163052
66029,5659734
66030,5760761
66031,5687322
66032,5844304
66033,5937190
66034,5496199
66035,5912239
66036,5902263
66037,4394712
66038,5673070
66039,5367677
66040,5500143
66041,5406625
66042,5556566
66043,5224162
66044,5676681
66045,5077937
66046,5808901
66047,4464172
66048,4144038
66049,5675025
66050,5800511
66051,4845039
66052,5753540
66053,4723947
66054,4663378
66055,6007665
66056,5976152
66057,5855208
66058,4937188
66059,6000000
66060,4911547
66061,4257052
66062,5317717
66063,6000483
66064,5092749
66065,5846538
66066,4818831
66067,5857187
66068,4635121
66069,4595583
66070,5778367
66071,5495097
66072,5540655
66073,4342454
66074,5665786
66075,4665228
66076,5151341
66077,4266222
66078,5948583
66079,4435219
66080,5327496
66081,5799092
66082,4647447
66083,5841806
66084,4641197
66085,5622501
66086,4919130
66087,5945126
66088,4415544
66089,4833491
66090,4201779
66091,5880749
66092,5533181
66093,4698805
66094,5826244
66095,4475172
66096,4427644
66097,5762690
66098,5754871
66099,4666865
66100,5453105
66101,5218212
66102,3918904
66103,4788136
66104,5922353
66105,5911715
66106,4602163
66107,4821209
66108,5076974
66109,5595802
66110,5786831
66111,5983337
66112,5733724
66113,5290276
66114,5518526
66115,5499980
66116,remove_spaces.sh
66117,5724590
66118,4799056
66119,5919234
66120,5475588
66121,5986692
66122,5246688
66123,5954219
66124,4742067
66125,5659858
66126,5733296
66127,4743536
66128,4672536
66129,5596004
66130,5784631
66131,5629604
66132,4567532
66133,4001388
66134,5451206
66135,5530963
66136,5515441
66137,5319243
66138,5668266
66139,5880979
66140,4945773
66141,5342301
66142,4584644
66143,4450255
66144,4658247
66145,5480653
66146,4140516
66147,5138024
66148,5455934
66149,5340656
66150,5378770
66151,5287017
66152,4344878
66153,4847142
66154,5217644
66155,5423945
66156,5998443
66157,5259025
66158,5148944
66159,5615112
66160,5788507
66161,4082703
66162,5561216
66163,5381033
66164,5186918
66165,4800882
66166,5485031
66167,5127042
66168,5737738
66169,5528271
66170,4983490
66171,4366228
66172,5945998
66173,4258144
66174,4880690
66175,5121226
66176,5536751
66177,4927535
66178,4772750
66179,5594120
66180,4658290
66181,4523943
66182,5737716
66183,4802884
66184,3957908
66185,5643553
66186,5871767
66187,5380690
66188,5956712
66189,5487101
66190,5229644
66191,5172338
66192,5480405
66193,5594840
66194,4845611
66195,4511504
66196,5488411
66197,4667192
66198,5905950
66199,4785396
66200,5500038
66201,5554471
66202,5551038
66203,5522883
66204,5613125
66205,5974526
66206,5008128
66207,5815434
66208,3962717
66209,4545735
66210,4778561
66211,5466912
66212,5215712
66213,4372745
66214,5682599
66215,4597700
66216,5290613
66217,4304770
66218,4335220
66219,5301046
66220,5029227
66221,5261042
66222,5636369
66223,4940626
66224,5817906
66225,5815116
66226,5199431
66227,5861033
66228,5158717
66229,5553199
66230,5530321
66231,5912697
66232,5964020
66233,4636395
66234,5404459
66235,5945988
66236,4959777
66237,4379308
66238,5246918
66239,5191101
66240,5110801
66241,3911262
66242,4381782
66243,5504094
66244,5599319
66245,5956350
66246,5304582
66247,4342586
66248,5751321
66249,4659328
66250,4148669
66251,4467929
66252,4849879
66253,4966855
66254,5115433
66255,5612724
66256,5629693
66257,4851273
66258,5652449
66259,5154694
66260,5461109
66261,5365251
66262,5530931
66263,5122540
66264,5366473
66265,4585830
66266,5117408
66267,5975994
66268,5099509
66269,4666847
66270,5572449
66271,5726697
66272,5345583
66273,3972031
66274,5644190
66275,3871993
66276,5305326
66277,5409977
66278,5810802
66279,5162273
66280,4895664
66281,4141883
66282,4916247
66283,4629450
66284,5728476
66285,5714149
66286,5418200
66287,5613347
66288,5112954
66289,4775615
66290,5586081
66291,5737540
66292,5658354
66293,4814980
66294,5457746
66295,4921899
66296,5357245
66297,5546561
66298,5850394
66299,5709827
66300,5872689
66301,5756825
66302,5577212
66303,5071975
66304,5226889
66305,5193552
66306,5288762
66307,5294478
66308,4899006
66309,5142618
66310,5733729
66311,5473832
66312,4811204
66313,5589249
66314,5919301
66315,4398458
66316,4405502
66317,4918431
66318,4769062
66319,4822666
66320,5026587
66321,5397757
66322,5491785
66323,4698221
66324,5838798
66325,5854358
66326,5518687
66327,5010165
66328,5202233
66329,4361870
66330,5515302
66331,4280952
66332,3882092
66333,4800274
66334,5296114
66335,5087244
66336,5757342
66337,4990766
66338,4962293
66339,4253460
66340,4735837
66341,4641649
66342,5863305
66343,6000777
66344,4877030
66345,4886870
66346,5579475
66347,5863366
66348,5101814
66349,3898168
66350,4829158
66351,4140705
66352,4839275
66353,5500859
66354,5681612
66355,5035724
66356,5116977
66357,4409592
66358,5675502
66359,4424573
66360,4448638
66361,6003971
66362,5892688
66363,5708712
66364,5405320
66365,5928159
66366,5626811
66367,5196416
66368,5875315
66369,5868759
66370,4670899
66371,5745135
66372,4159022
66373,4625222
66374,4983571
66375,5463586
66376,4800113
66377,5496585
66378,5570413
66379,5895397
66380,5987596
66381,5151413
66382,5352465
66383,4908027
66384,4978483
66385,5530438
66386,5032672
66387,4147740
66388,5204696
66389,4910286
66390,5380336
66391,5624790
66392,5239636
66393,4805768
66394,5157059
66395,5872084
66396,4585848
66397,4514031
66398,5366445
66399,5021950
66400,5697907
66401,5162485
66402,4818563
66403,5974417
66404,5613116
66405,5625868
66406,5538756
66407,5978753
66408,5330945
66409,5564870
66410,5287354
66411,5321009
66412,5866442
66413,5449367
66414,4481574
66415,5980972
66416,5822439
66417,5621427
66418,5527277
66419,4139273
66420,4022993
66421,5796088
66422,5476702
66423,5279560
66424,5283300
66425,4482429
66426,4512038
66427,5147315
66428,4982765
66429,5535415
66430,5115814
66431,5456419
66432,5742638
66433,4845662
66434,4978226
66435,4292301
66436,5435806
66437,5461223
66438,5450581
66439,3983090
66440,4345561
66441,5818530
66442,5923757
66443,5586264
66444,5559568
66445,5286601
66446,5127089
66447,5802828
66448,5381447
66449,5411859
66450,5873084
66451,5464425
66452,5573542
66453,5657224
66454,5786814
66455,4248928
66456,4969121
66457,5174519
66458,5348547
66459,4676242
66460,4809185
66461,5711672
66462,4548769
66463,5546254
66464,5859893
66465,5318525
66466,5497420
66467,5405380
66468,5935866
66469,5420492
66470,5258003
66471,5234670
66472,4412281
66473,5594862
66474,4247477
66475,5393895
66476,5258027
66477,4927582
66478,4383885
66479,4554324
66480,5142033
66481,4493694
66482,5682416
66483,4771295
66484,5698700
66485,4702261
66486,5235187
66487,5951696
66488,5521229
66489,4191404
66490,5840809
66491,3917917
66492,5297284
66493,4750177
66494,4564010
66495,4912655
66496,5548564
66497,4855141
66498,5462694
66499,5623679
66500,5385562
66501,5330894
66502,5999972
66503,5095528
66504,5047917
66505,5477103
66506,5789579
66507,4891760
66508,5859874
66509,5458127
66510,4783497
66511,5578902
66512,5754807
66513,5179311
66514,5516680
66515,5586121
66516,5442692
66517,5467288
66518,4534024
66519,5629059
66520,5797019
66521,5271576
66522,4796177
66523,5649301
66524,5708009
66525,4045801
66526,5628031
66527,4278846
66528,4855170
66529,4829469
66530,6002363
66531,5476770
66532,4990151
66533,4263409
66534,5621456
66535,5475803
66536,5001054
66537,4470111
66538,4870704
66539,5995330
66540,5675788
66541,5423055
66542,5742508
66543,5164459
66544,4816130
66545,6000619
66546,4839506
66547,5075213
66548,5963910
66549,5045478
66550,5395752
66551,4332686
66552,5679218
66553,3888823
66554,5427842
66555,5006625
66556,5318570
66557,4831390
66558,1863216
66559,4902293
66560,4705843
66561,5632772
66562,4801327
66563,4813948
66564,5987233
66565,5798062
66566,5159686
66567,5843175
66568,4881954
66569,5575818
66570,5716470
66571,5328484
66572,5202098
66573,5769819
66574,5468764
66575,5481799
66576,4199770
66577,5130856
66578,5781101
66579,4017652
66580,4409149
66581,5117828
66582,5411824
66583,5025611
66584,4183872
66585,5637253
66586,4243559
66587,5776748
66588,5786834
66589,5021188
66590,5529872
66591,5231646
66592,4552739
66593,5050031
66594,4681544
66595,5544338
66596,5711002
66597,4740341
66598,5129088
66599,5722968
66600,4488928
66601,5559667
66602,5764954
66603,5342940
66604,4845283
66605,5752060
66606,5894595
66607,5046682
66608,5075212
66609,5976682
66610,5212789
66611,5849366
66612,5663748
66613,5059676
66614,5651811
66615,5709876
66616,5472687
66617,5891138
66618,4654819
66619,5659572
66620,5879709
66621,5307173
66622,5956506
66623,5931833
66624,5297282
66625,5824599
66626,4393262
66627,4000990
66628,5572632
66629,5182377
66630,5600779
66631,5697059
66632,5731338
66633,5201992
66634,5539081
66635,4424317
66636,4853962
66637,5595874
66638,5409487
66639,4988873
66640,5324278
66641,5771240
66642,5376375
66643,3957964
66644,5160493
66645,5226847
66646,5476477
66647,5086394
66648,5536499
66649,5732400
66650,5359289
66651,5624478
66652,5287195
66653,5504354
66654,4297569
66655,4701313
66656,5434975
66657,3885078
66658,4302500
66659,5532962
66660,4605714
66661,5011718
66662,5081218
66663,4336363
66664,5875401
66665,5683770
66666,5854822
66667,4910153
66668,4806444
66669,5163856
66670,5925331
66671,5887261
66672,5524106
66673,5757432
66674,5414818
66675,5740454
66676,5463760
66677,4849340
66678,4851513
66679,5177863
66680,5419891
66681,5658752
66682,5696654
66683,5706814
66684,5454962
66685,4810571
66686,4840463
66687,5410340
66688,4340615
66689,5661004
66690,4396658
66691,4529400
66692,5536472
66693,5987130
66694,5553256
66695,5091216
66696,5312394
66697,5769821
66698,5696045
66699,5434751
66700,5969979
66701,4711770
66702,5076485
66703,4510236
66704,4717421
66705,5546202
66706,5608437
66707,4781702
66708,4818734
66709,5233015
66710,5742805
66711,5089856
66712,5974222
66713,5286786
66714,4285056
66715,4220678
66716,4309319
66717,4239111
66718,4533419
66719,5346497
66720,5270843
66721,4313945
66722,5488388
66723,5494750
66724,5574982
66725,5099339
66726,4566000
66727,5878350
66728,4824622
66729,4390986
66730,5516799
66731,5462797
66732,5164416
66733,4885680
66734,4636818
66735,5916234
66736,5248728
